"","person","day","cause_short","month","year","canine","dept_name","state","position"
"231","Deputy Sheriff Andrew Kriss","Wed","Gunfire","May",1864,FALSE,"San Diego County Sheriff's Department"," CA","Sheriff"
"232","Deputy Joseph Staples","Fri","Gunfire","Jul",1864,FALSE,"El Dorado County Sheriff's Department"," CA","Deputy"
"233","Patrolman John J. O'Brien","Thu","Gunfire","Aug",1864,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"234","Deputy Marshal Charles Ring","Wed","Gunfire","Sep",1864,FALSE,"Saginaw Police Department"," MI","Marshal"
"235","Sheriff Harvey Staten Cox","Thu","Assault","Sep",1864,FALSE,"Young County Sheriff's Office"," TX","Sheriff"
"236","Sheriff Robert Carmen","Tue","Gunfire","Sep",1864,FALSE,"Chariton County Sheriff's Department"," MO","Sheriff"
"237","Special Agent Josiah M. Woodruff","Sat","Gunfire","Oct",1864,FALSE,"United States Army Criminal Investigation Division"," US","Special Agent"
"238","Deputy Provost Marshal John L. Bashore","Sat","Gunfire","Oct",1864,FALSE,"United States Army Criminal Investigation Division"," US","Marshal"
"239","Patrolman Charles Curren","Thu","Gunfire","Oct",1864,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"240","Special Agent Cyrus Butler","Mon","Gunfire","Oct",1864,FALSE,"United States Army Criminal Investigation Division"," US","Special Agent"
"241","Patrolman Joseph Nulett","Mon","Gunfire","Nov",1864,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"242","Sheriff Matthew Nolan","Thu","Gunfire","Dec",1864,FALSE,"Nueces County Sheriff's Office"," TX","Sheriff"
"243","Sheriff William W. Armstrong","Thu","Duty related illness","Dec",1864,FALSE,"Jefferson County Sheriff's Department"," WA","Sheriff"
"244","Policeman George Dill","Tue","Gunfire","Jan",1865,FALSE,"Buffalo Police Department"," NY","Police Officer"
"245","Guard Daniel Heavey","Thu","Stabbed","Jan",1865,FALSE,"Ohio Department of Rehabilitation and Correction"," OH","Guard"
"246","Sergeant W.C. Stockham","Wed","Gunfire","Feb",1865,FALSE,"Memphis Police Department"," TN","Sergeant"
"247","Sheriff John Quincy Daugherty, Sr.","Sat","Gunfire","Mar",1865,FALSE,"Uvalde County Sheriff's Office"," TX","Sheriff"
"248","Deputy Sheriff O. John Hart","Mon","Gunfire","May",1865,FALSE,"Umatilla County Sheriff's Department"," OR","Sheriff"
"249","Sheriff Cornelius Sage","Wed","Gunfire","May",1865,FALSE,"Yuma County Sheriff's Department"," AZ","Sheriff"
"250","Sheriff Joseph E. Branscomb","Mon","Gunfire","Jul",1865,FALSE,"DeKalb County Sheriff's Office"," MO","Sheriff"
"251","Officer Thomas DeVane, V","Sat","Gunfire","Aug",1865,FALSE,"Wilmington Police Department"," NC","Police Officer"
"252","Patrolman Thomas Walker","Tue","Gunfire","Aug",1865,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"253","Constable Andrew J. Frank","Sat","Gunfire","Sep",1865,FALSE,"Suspension Bridge Village Police Department"," NY","Constable"
"254","Sheriff John H. Payntor","Thu","Gunfire","Oct",1865,FALSE,"Cedar County Sheriff's Office"," MO","Sheriff"
"255","Lieutenant William L. Harville","Thu","Gunfire","Oct",1865,FALSE,"Cedar County Sheriff's Office"," MO","Lieutenant"
"256","Sheriff Benjamen McLean","Fri","Assault","Feb",1866,FALSE,"Shelby County Sheriff's Office"," OH","Sheriff"
"257","Deputy Sheriff William H. Hendricks","Thu","Gunfire","Feb",1866,FALSE,"Santa Clara County Sheriff's Office"," CA","Sheriff"
"258","Sheriff George Rogers","Thu","Gunfire","Mar",1866,FALSE,"Lincoln County Sheriff's Office"," NV","Sheriff"
"259","Patrolman William Mower","Thu","Gunfire","Mar",1866,FALSE,"Memphis Police Department"," TN","Patrolman"
"260","Patrolman John Stevens","Tue","Gunfire","May",1866,FALSE,"Memphis Police Department"," TN","Patrolman"
"261","Policeman John Curry","Tue","Stabbed","May",1866,FALSE,"Leavenworth Police Department"," KS","Police Officer"
"262","Sheriff William Read McMullen","Sat","Gunfire","May",1866,FALSE,"Angelina County Sheriff's Office"," TX","Sheriff"
"263","Town Marshal Jesse Dickson","Mon","Gunfire","May",1866,FALSE,"Quincy Police Department"," FL","Marshal"
"264","Jailer Henry Bugler","Wed","Gunfire","Jun",1866,FALSE,"Jackson County Sheriff's Office"," MO","Jailer"
"265","Jailer Uriah S. Gregory","Thu","Assault","Jun",1866,FALSE,"Storey County Sheriff's Office"," NV","Jailer"
"266","Private Alvin A. Clark","Fri","Gunfire","Jun",1866,FALSE,"Texas Rangers"," TX","Private"
"267","Patrolman John Fuchs","Wed","Gunfire","Jul",1866,FALSE,"Morrisania Police Department"," NY","Patrolman"
"268","Deputy Sheriff John Ormsby","Tue","Gunfire","Jul",1866,FALSE,"Fremont County Sheriff's Department"," IA","Sheriff"
"269","Officer Thomas A. Welch","Fri","Gunfire","Aug",1866,FALSE,"Omaha Police Department"," NE","Police Officer"
"270","Patrolman John Hipwell","Tue","Gunfire","Oct",1866,FALSE,"Brooklyn Police Department"," NY","Patrolman"
"271","Officer Charles E. Gall","Wed","Assault","Oct",1866,FALSE,"Hagerstown Police Department"," MD","Police Officer"
"272","Deputy U.S. Marshal George W. Leihy","Sun","Assault","Nov",1866,FALSE,"United States Department of Justice - United States Marshals Service"," US","Marshal"
"273","City Marshal Felix A. Boller","Wed","Gunfire","Dec",1866,FALSE,"Ogden Police Department"," KS","Marshal"
"274","Policeman Silas Benjamin Newcomb","Tue","Gunfire","Dec",1866,FALSE,"Victoria Police Department"," TX","Police Officer"
"275","Deputy Sheriff Horace P. Stewart","Mon","Gunfire","Feb",1867,FALSE,"Spokane County Sheriff's Department"," WA","Sheriff"
"276","Deputy Sheriff Mat Green","Fri","Gunfire","Mar",1867,FALSE,"Lamar County Sheriff's Department"," TX","Sheriff"
"277","Sheriff Joseph Bailey","Tue","Gunfire","Mar",1867,FALSE,"Vernon County Sheriff's Department"," MO","Sheriff"
"278","Patrolman John M. Claridge","Tue","Gunfire","Apr",1867,FALSE,"Memphis Police Department"," TN","Patrolman"
"279","Deputy Sheriff George Frank S. Griffin","Thu","Gunfire","May",1867,FALSE,"Ray County Sheriff's Department"," MO","Sheriff"
"280","Jailer Barry G. Griffin","Thu","Gunfire","May",1867,FALSE,"Ray County Sheriff's Department"," MO","Jailer"
"281","Deputy Sheriff Isaac Ward","Thu","Gunfire","May",1867,FALSE,"Jack County Sheriff's Department"," TX","Sheriff"
"282","Patrolman Walter M. Rogers","Tue","Gunfire","Jun",1867,FALSE,"Memphis Police Department"," TN","Patrolman"
"283","Sheriff Samuel Lewis","Wed","Gunfire","Jul",1867,FALSE,"McNairy County Sheriff's Department"," TN","Sheriff"
"284","Deputy City Marshal Thomas G. O'Conner","Thu","Gunfire","Aug",1867,FALSE,"Portland Police Bureau"," OR","Marshal"
"285","Deputy Constable Richard P. Ryan","Sat","Gunfire","Aug",1867,FALSE,"Ophir City Constable's Office"," NV","Constable"
"286","City Marshal Charles H. Keeler","Thu","Gunfire","Sep",1867,FALSE,"The Dalles Police Department"," OR","Marshal"
"287","Town Marshal Reuben Fenstenmaker","Wed","Gunfire","Sep",1867,FALSE,"Farmington Marshal's Office"," IA","Marshal"
"288","Patrolman Van Ness Wells","Thu","Stabbed","Sep",1867,FALSE,"San Antonio Police Department"," TX","Patrolman"
"289","Patrolman Robert S. McChesney","Sat","Stabbed","Oct",1867,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"290","Police Officer Richard B. Richardson","Wed","Gunfire","Oct",1867,FALSE,"Oakland Police Department"," CA","Police Officer"
"291","Patrolman Charles Thompson","Sun","Stabbed","Dec",1867,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"292","Sheriff Benjamin Franklin Orcutt","Thu","Gunfire","Dec",1867,FALSE,"Kalamazoo County Sheriff's Department"," MI","Sheriff"
"293","Sheriff Timothy B. Smith","Tue","Gunfire","Dec",1867,FALSE,"Ormsby County Sheriff's Office"," NV","Sheriff"
"294","Night Watchman Joseph Burnham","Mon","Gunfire","Dec",1867,FALSE,"Haverhill Police Department"," MA","Watchman"
"295","Patrolman John M. Fenton","Tue","Gunfire","Dec",1867,FALSE,"Memphis Police Department"," TN","Patrolman"
"296","Patrolman William Dozier","Wed","Gunfire","Jan",1868,FALSE,"Knoxville Police Department"," TN","Patrolman"
"297","Captain John McKinstry","Sat","Gunfire","Feb",1868,FALSE,"Mattoon Police Department"," IL","Captain"
"298","Patrolman William Levan","Thu","Heart attack","Feb",1868,FALSE,"Reading Police Department"," PA","Patrolman"
"299","Patrolman John Gear","Fri","Gunfire","Mar",1868,FALSE,"Memphis Police Department"," TN","Patrolman"
"300","Sheriff James Cochran","Tue","Stabbed","Mar",1868,FALSE,"Trinity County Sheriff's Department"," CA","Sheriff"
"301","Policeman David Calvin Crandall","Sat","Gunfire","Apr",1868,FALSE,"Capital Police District"," NY","Police Officer"
"302","Officer Butch Dobler","Tue","Gunfire","Jun",1868,FALSE,"Marysville Police Department"," CA","Police Officer"
"303","Captain James Somers Perry","Fri","Gunfire","Jun",1868,FALSE,"Memphis Police Department"," TN","Captain"
"304","Patrolman John W. Skinner","Tue","Gunfire","Jun",1868,FALSE,"St. Louis Metropolitan Police Department"," MO","Patrolman"
"305","Constable Manuel Garcia Y Griego","Wed","Gunfire","Jun",1868,FALSE,"Ranchos de Albuquerque Constable's Office"," NM","Constable"
"306","Patrolman Henry Corbett","Mon","Drowned","Jul",1868,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"307","Deputized Civilian Walter Williams","Sat","Gunfire","Jul",1868,FALSE,"Storey County Sheriff's Office"," NV","Deputized Civilian"
"308","Patrolman John Smedick","Thu","Gunfire","Jul",1868,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"309","Deputy Marshal Robert Goode","Tue","Gunfire","Jul",1868,FALSE,"Columbus Police Department"," TX","Marshal"
"310","Patrolman John P. Brady","Sun","Fire","Sep",1868,FALSE,"Wheeling Police Department"," WV","Patrolman"
"311","Policeman James Young","Wed","Gunfire","Oct",1868,FALSE,"Philadelphia Police Department"," PA","Police Officer"
"312","Patrolman Samuel Bryson","Wed","Gunfire","Nov",1868,FALSE,"Savannah Police Department"," GA","Patrolman"
"313","Patrolman Robert E. Read","Thu","Gunfire","Nov",1868,FALSE,"Savannah Police Department"," GA","Patrolman"
"314","City Marshal William Dean Sanford","Fri","Gunfire","Nov",1868,FALSE,"Jefferson Police Department"," TX","Marshal"
"315","Inspector William H. Phelps","Fri","Gunfire","Dec",1868,FALSE,"United States Department of the Treasury - Customs Service"," US","Inspector"
"316","Inspector George T. Hammonds","Fri","Gunfire","Dec",1868,FALSE,"United States Department of the Treasury - Customs Service"," US","Inspector"
"317","Police Officer David S. Faulkner","Tue","Gunfire","Dec",1868,FALSE,"Malden Police Department"," MA","Police Officer"
"318","Patrolman Nathan Haynes","Fri","Gunfire","Jan",1869,FALSE,"Knoxville Police Department"," TN","Patrolman"
"319","City Marshal John T. Thompson","Mon","Gunfire","Feb",1869,FALSE,"Covington Police Department"," KY","Marshal"
"320","Sergeant D. J. Finch","Mon","Gunfire","Mar",1869,FALSE,"Memphis Police Department"," TN","Sergeant"
"321","Deputy Sheriff James W. Wood","Fri","Gunfire","Mar",1869,FALSE,"Ouachita Parish Sheriff's Office"," LA","Sheriff"
"322","Keeper Edwin A. Craft","Thu","Assault","Mar",1869,FALSE,"New York State Department of Correctional Services"," NY","Keeper"
"323","Officer Ignatio Andrea","Wed","Stabbed","Apr",1869,FALSE,"Jacksonville Police Department"," FL","Police Officer"
"324","Deputy Sheriff William C. Hall","Sat","Gunfire","Apr",1869,FALSE,"Collin County Sheriff's Office"," TX","Sheriff"
"325","Chief of Police Michael Baer","Wed","Gunfire","May",1869,FALSE,"Fort Smith Police Department"," AR","Chief of Police"
"326","Customs Inspector Frank Dupont","Wed","Gunfire","May",1869,FALSE,"United States Department of the Treasury - Customs Service"," US","Customs Officers"
"327","Sheriff Leonard C. DeLisle","Thu","Gunfire","May",1869,FALSE,"Harrison County Sheriff's Office"," TX","Sheriff"
"328","Sheriff Orson Rodolphus Colgrove","Sat","Gunfire","May",1869,FALSE,"Jones County Sheriff's Office"," NC","Sheriff"
"329","Sheriff Andrew Jackson Jacobs","Sat","Gunfire","Jun",1869,FALSE,"Goliad County Sheriff's Department"," TX","Sheriff"
"330","Officer Thomas Kirkham","Thu","Fall","Jul",1869,FALSE,"Richmond Police Department"," VA","Police Officer"
"331","Patrolman John O'Connell","Thu","Gunfire (Accidental)","Jul",1869,FALSE,"Louisville Police Department"," KY","Patrolman"
"332","City Marshal Robert A. Clark","Sat","Gunfire","Jul",1869,FALSE,"Black Hawk Police Department"," CO","Marshal"
"333","Patrolman Thomas D. Moore","Mon","Weather/Natural disaster","Jul",1869,FALSE,"Muscatine Police Department"," IA","Patrolman"
"334","Patrolman Issac Wiltse","Sat","Gunfire","Jul",1869,FALSE,"Owego Police Department"," NY","Patrolman"
"335","Deputy Sheriff Henry Pratt","Fri","Gunfire","Jul",1869,FALSE,"Tazewell County Sheriff's Office"," IL","Sheriff"
"336","Deputy Sheriff S. D. Sheldon","Mon","Gunfire","Aug",1869,FALSE,"Elko County Sheriff's Office"," NV","Sheriff"
"337","Deputy Sheriff Willard Griggs","Mon","Gunfire","Aug",1869,FALSE,"Rensselaer County Sheriff's Office"," NY","Sheriff"
"338","Patrolman John A. Branagan","Tue","Accidental","Aug",1869,FALSE,"New York Metropolitan Police Force"," NY","Patrolman"
"339","Deputy Sheriff Duff G. Williams","Thu","Gunfire","Aug",1869,FALSE,"Smith County Sheriff's Office"," TX","Sheriff"
"340","Sheriff Thomas Wilson Napier","Sat","Gunfire","Sep",1869,FALSE,"Lincoln County Sheriff's Office"," KY","Sheriff"
"341","Township Constable William Semans","Sun","Gunfire","Sep",1869,FALSE,"Ellsworth Police Department"," KS","Constable"
"342","Deputy Sheriff Edward Faust","Mon","Gunfire","Oct",1869,FALSE,"Dewitt County Sheriff's Office"," TX","Sheriff"
"343","Posseman Henry Gonzalvo Woods","Mon","Gunfire","Oct",1869,FALSE,"Dewitt County Sheriff's Office"," TX","Posseman"
"344","Deputy Sheriff Lewis C. Story","Wed","Gunfire","Oct",1869,FALSE,"Clinton County Sheriff's Department"," KY","Sheriff"
"345","Police Deputy Ira M. Buchanan","Sat","Gunfire","Nov",1869,FALSE,"Junction City Police Department"," KS","Deputy"
"346","Deputy Sheriff Nelson Maxey","Fri","Gunfire","Nov",1869,FALSE,"Washington County Sheriff's Office"," TX","Sheriff"
"347","Deputy U.S. Marshal Theodore W. Moses","Mon","Gunfire","Dec",1869,FALSE,"United States Department of Justice - United States Marshals Service"," US","Marshal"
"348","Police Officer Daniel McMullen","Sat","Assault","Dec",1869,FALSE,"Pittsburgh Police Department"," PA","Police Officer"
"349","Special Constable John B. Drummond","Fri","Gunfire","Dec",1869,FALSE,"Brunswick County Constable's Office"," VA","Constable"
"350","Patrolman John D. Sullivan","Sat","Gunfire","Dec",1869,FALSE,"Savannah Police Department"," GA","Patrolman"
"351","Police Officer A. G. Hearn","Wed","Stabbed","Feb",1870,FALSE,"Bryan Police Department"," TX","Police Officer"
"352","Sheriff David William L. Mizell","Mon","Gunfire","Feb",1870,FALSE,"Orange County Sheriff's Office"," FL","Sheriff"
"353","Deputy City Marshal Eli Stallings","Sat","Gunfire","Mar",1870,FALSE,"Bastrop Police Department"," TX","Marshal"
"354","Special Officer Richard O. Busch","Sun","Gunfire","Mar",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"355","Sheriff John H. Wisner","Wed","Gunfire","Mar",1870,FALSE,"Ouachita Parish Sheriff's Office"," LA","Sheriff"
"356","Officer William Johnson","Tue","Assault","Apr",1870,FALSE,"Jacksonville Police Department"," FL","Police Officer"
"357","Officer Uriah H. Sears","Mon","Stabbed","Apr",1870,FALSE,"Cincinnati Police Department"," OH","Police Officer"
"358","Undersheriff Henry Bodine","Wed","Gunfire","Apr",1870,FALSE,"Labette County Sheriff's Office"," KS","Sheriff"
"359","Sergeant James T. Cox","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Sergeant"
"360","Officer James M. Carter","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"361","Officer William R. Cray","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"362","Deputy U.S. Marshal Thomas P. Foley","Wed","Structure collapse","Apr",1870,FALSE,"United States Department of Justice - United States Marshals Service"," US","Marshal"
"363","Officer John Kerr","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"364","Officer Michael McCarthy","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"365","Officer John R. Meagher","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"366","Officer James A. Seay","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"367","Officer Julius Schultz","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"368","Captain D. G. Tourgee","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Captain"
"369","Officer James M. Walker","Wed","Structure collapse","Apr",1870,FALSE,"Richmond Police Department"," VA","Police Officer"
"370","Deputy U.S. Marshal William Rufus Story","Mon","Gunfire","May",1870,FALSE,"United States Department of Justice - United States Marshals Service"," US","Marshal"
"371","Posseman Festus Sprague","Tue","Gunfire","May",1870,FALSE,"Grantsville Police Department"," UT","Posseman"
"372","Sheriff Dennis J. Kelly","Mon","Gunfire","Jun",1870,FALSE,"Nueces County Sheriff's Office"," TX","Sheriff"
"373","Policeman Dennis Sullivan","Tue","Assault","Jun",1870,FALSE,"Philadelphia Police Department"," PA","Police Officer"
